name,Tc
La1.05Sr0.95Cu0.2Fe0.8O4,0
Bi2Sr2Ca1Cu2I0.69O8.242,53.1
As0.15Nb3Sn0.7Tl0.15,17.98
Bi2S3,0
Mo0.202Zr0.798,5.25
Y1Sr0.4Ba1.6Cu2.5B0.5O7,35
Ta0.6Mo0.4C1,8.67
Se2Ta1,0.1075
Nb0.1Ti0.9N0.98,6.48
Ba1Fe1.75Co0.25As2,22
Fe2As2Sr4Mg0.4Ti1.6O6,28
Y1Ba2Cu2.95Fe0.05O6.6,26.2
U2Pt0.4Rh0.6C2,0
Be45Zr55,0
Tl1Sr2Ca1Cu2O6.85,24
Sr1Pt2.1Pd0.9P1,5.78
Li2Mo15Se19,2.6
Nd1.83Ce0.17Cu1O4,12.8
Lu0.9Gd0.1Ru1B2,6.4
Bi1.6Pb0.4Sr2Cu3Ca2O1013,102
Nb0.8Pd0.2,1.98
Y1Ba1.8La0.2Cu3O6.95,78
Er5Os4Si15,5.5
Cr34.9Ga25V40.1,5.48
Y1Ba2Cu2.91Zn0.09O6.83,45
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.76,57.5
Cu1Mg1Sb1,0
Y0.4Gd0.6Ni2B2C1,0
Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65
La0.99Nd0.01,4.915
Yb1Ba1.6Sr0.4Cu3O6.88,80.2
La1.8Sr0.2Cu0.65Ni0.35O4,8
As0.15Nb3Pb0.15Sn0.7,18.05
Sn0.057V0.943,1.6
Mg4Ni6B2,4
La1.73Sr0.27Cu0.94Co0.06O4,34
La1.5Ba1.1Ca0.4Cu3O7.05,55
Mn0.05Rh0.04Ti0.91,2.4
Re0.2Ta0.8,0.21
Cr1Sb1,0
Ca0.1O3W1,1.4
Y0.65Pr0.35Ba2Cu3O6.6,21.5
Dy1B2C2,0
Nd1.847Ce0.153Cu1O4,22.5
Eu0.6Pr0.4Ba1.5Sr0.5Cu3O6.89,34
La0.1Ce0.9Ru2,7.194
Co0.98Ni0.02U1,0
La1Ni2Ge0.5P1.5,0
Ho1Ru4B4,0
Na0.66Zr1N1Cl1,14.5
Fe0.02Te0.85Se0.15,12.7
Nd1.4Cu1O4,27.85
Ce1Rh0.3Co0.7In5,1.42
Al13Os3.2Ru0.8,4
La1Fe1As1H0.42O0.58,20.3
Ce1Ir0.978Pt0.022In5,0.734
Gd1Ba2Cu3O6.969,91
La1.5Yb0.5Ba1.5Ca1Cu5O11.785,76
Y1Ba2Cu2.955Zn0.045O7,70.1
Er1Ru4B4,0
Nb2.1Zr0.9Sn1,17.7
Bi1.8Pb0.2Sr2Cu1OY,15.2
Mo0.85Pt0.15,8.8
Hg0.8Nd0.2Ba2Cu1O4.3,77
Sn1.08Eu0.1Mo6.35S8,10.9
La2.9602Gd0.0398In1,6.04
Lu1Mo6S8,2.2
Er1Ba2Cu2.61Zn0.3Fe0.09O6.9,0
La1Pd2Al3,0.85
La1.9Sr0.1Cu0.9925Zn0.0075O4,14.865
Ti2Ba2Ca1Gd2.25Ce0.75Cu2O14,0
Nb2Sn3,0
Cd0.4Sb0.6,0
Pr1.8Ba1.2Cu3O7.27,0
Dy1Rh4B4,0
Ho1Ni1.95Co0.03B2C1,4.51
Y1Ba2Cu3F0.825O,90.5
Eu1.5Ba1.5Cu3O7.32,0
Na2Mo6Se6,0
Tb2Rh3Si5,0
Y1Ir1.5Os0.5,2.4
La1.775Sr0.225Cu0.995Ni0.005O4,21
La1.798Nd0.052Ca0.15Cu1O4,31.6
Nb0.04Ta0.96,4.47
Y0.4Pr0.6Ba1Sr1Cu3O8.9,24.1
Sb1Ta3,0.72
La1.25Sr0.75Cu0.4Co0.6O4,0
Sr2Ru1O4,1.290384615
Y1Zn1,0
Li1.22Ti1.78O4,0
La1.05Ca0.15Nd0.8Cu1O4,24.5
La1Al1.85Si0.15,0
La1.983Sr0.017Cu0.75Zn0.25O4,0
Hf1Ru1As1,3.193333333
Tl1.75Ba2Cu1.2O5.98,26
Sc0.8Zr0.2,0
Bi2Sr2Ca1Cu2I0.23O8.28,0
C0.96Nb1,9.8
Au2In1Tm1,0
La1.8Sr0.2Ca1Cu2O5.98,60
Fe1Te1,1.5
Y5Ir4Ge10,2.76
Bi2Sr2Ca1Cu2O8.291,89.1
Y0.8Sc0.2Ba2Cu4O8,87
Bi1.09Ta1S3.09,0
S1Sc1,0
Ga1Sr1.8Ca0.2Yb0.8Ca0.4Cu2O6.994,0
Y1Ba2Cu2.89Al0.11O7,82
Ni2Nb1Sn1,3.15
Eu0.48K0.52Fe2As2,30
Eu2.667Ce1.333La1.333Ba1.333Sr1.333Cu6OY,28.5
Gd1Re2,0
Ba0.5K0.5Fe1.88Zn0.12As2,33.5
Bi0.95Pb0.05,0
Bi2Sr1.6Eu0.4Cu1O6.301,12.5
B1.1Ru1,0
Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu1.94Zn0.06O8,54.4
Th7Fe1.86Co1.14,1.07
Nb2.34Zr0.66Sn1,17.7
Tl1V3,0
Ca0.2Ba1.55La1.25Cu3O7.07,46.1
Gd0.45Ca0.4Hf0.15Ba2Cu3O7.08,71.9
Mg1C0.853B0.072Ni3,6.76
Sm1.45Ba1.55Cu3O7.09,0
Fe1.02Te0.5Se0.1S0.4,8.45
Cr3Si1,0
Eu0.6Pr0.4Ba2Cu3O6.64,0
Pd0.67Se0.33,2.2
Sr3.1Ca5.9Bi0.4Y0.3Pb0.3Cu16.7O29,80
Hf2Rh1,1.72
Ba1Fe1.82Ni0.18As2,14.15
Pb1Mo6Se7.55,5
Ce1Co4B4,0
Al0.5Mo5S6Sn1,14.2
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,74
Pr1Fe1As1F0.1O0.9,43.5
La1.81Sr0.19Cu0.94Ni0.06O4,26.4
Ta1S2,1.0429
Y1Ba2Cu2.55Co0.45O7,0
Pr2Cu1O4,0
Y1Ba2Cu2.91Ga0.09O7,83.71
Al0.27La0.73,3.82
Nb0.35Ti0.15Zr0.5,9.3
Gd0.65Ca0.2Mo0.15Ba2Cu3O6.818,84.1
Ti1Se2,0.9
Th1Ru2Ge2,1.1
U0.94Mo0.06,0.74
Dy0.6Tb0.4Ni2B2C1,0
Li0.3O3W1,2.2
Nb20Ti75Ta5,7.1
Y1Ba2Cu3.85Zn0.15O8,0
Ca2Cu1Cl2.5O2,38
Zr33.3V56.7Nb9.9,5.34
Bi1.5Pb0.5Sr1.6La0.4Cu1O6.055,28.4
Tb2Rh3Sn5,0
Lu0.25Y0.75Ni2B2C1,14.2
Bi4Sr3Ca2.55Y0.45Cu4OY,85.8
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18,31.6
Mo0.04Zr0.96,4.47
Bi3S3O2,4.3
Li1Rh1B1.5,2.5
Sr1Cu1O2.99,0
Nd0.9Ca0.05Pr0.05Ba2Cu3O6.95,81.4
Eu1Ba2Cu3O6.88,94
Dy1Ni2B2C1,5.033571429
Ge3Y1,2.35
La1.87Sr0.13Cu0.98Zn0.02O4,0
Dy1Rh3.2Ir0.8B4,1.78
Bi2Sr2Ca1Cu2O8.234,84
Rh0.08Ti0.92,3.5
Ca3Ge1,0
Y1Ba2Cu2Co1O7.2,0
Th1Ir1Os1,3.61
V3Ga0.78Sn0.22,6.9
B2Os1,1.5975
Os0.8W0.2,0
La1.84Sr0.16Cu0.97Zn0.03O4,7.85
Al0.15Au0.85,0
Ca0.86Sr0.14Cu1O4,0
Ba1Cu0.4Si1.6,2.11
Ta0.05Mo0.95C1,11.8
Nb2Se3,2.3
Cu0.01Ta1S2,3.05
Sb0.236V0.764,0
Mg0.989Cu0.011B2,38.05
In0.85Pb0.15,5.1
Au0.7Nb3Pt0.3,12.5
Al2Os1,0
Ce1Pt1.5Au0.6B2C1,0
Tl1.2Sr2Ca0.8Cu2O6.934,0
B5Hf0.2Nb1.8,3.6
Mo0.05Tc0.95,10.8
Pb1Te1Yb1S1,5.93
Pr0.8Sr0.2Fe1As1O1,14.6
Mg1Al1Si1,6
Nd0.9Ca0.1Ba0.6La0.4Cu3O6.7,54.5
Y1Ba2Cu2.94Zn0.06O6.33,0
Th0.8Sc1.2C3,6
La1Ba1.5Ca0.5Cu3O7.14,0
Nb75Ga10Al15,17.2
Nb2.85Zr0.15Sn1,18.1
Th1Ir0.4Os1.6,3.56
Lu1Ni1.8Co0.4B2C1,2.6
P1Pb1,7.8
Bi0.5Pb0.31Sn0.19,8.5
Ho0.7Lu0.3Ni2B2C1,8.72
Y1Ba2Cu3H0.32O6.91,91.25
Y1Ba2Cu2.88Zn0.12O6.01,0
Y1Ba2Cu2.919Zn0.081O6.75,20
Na0.28Pb0.72,7.2
Y0.15Dy0.85Ni2B2C1,4.3
Pr1Os2Ru2Sb12,0.805
Yb1Ba2Cu3O6.97,88
Ca1Al0.5Ga0.5Si1,3.73
Ba2Sn3Sb6,3.9
In0.087Pb0.913,7.035
Nb79.2Sn5.2Al5.2Ge10.4,10.9
Mg0.94Al0.06B2,37
Ir3Y1,3.5
Y0.95Ba1.95Ca0.1Cu4O8,80
Ba0.47K0.53Bi0.958Pr0.042O3,0
Bi0.1In0.9,5.05
Pb1Sr0.8Ba1.2Y0.7Ca0.3Cu3O8.41,42
V0.75Ge0.025Al0.225,11.2
La1.5Sm0.3Sr0.2Cu1O4,17
Ho1Sr0.4Ba1.6Cu4O8,68.1
La0.25Sm0.75Ba1Ca1Cu3O7,65
Ba0.14O3W1,1.725
Pr0.2La0.8Os4Sb12,0.9865
La1Fe1As1O0.7,28.4
Bi1.6Sr0.4Yb1Cu3O6.817,55
U0.98Y0.02Pd2Al3,0
Er1Rh4B4,7.795
Nb0.6Rh0.4,4.21
Nb0.4Ru0.6,2.5
Sm1Fe0.875Ir0.125As1O1,16.5
Li1Pb1,7.2
Dy1Ba2Cu3O6.28,0
La1.75Eu0.2Sr0.1Cu1O4,0
Ba1Fe1.44Ru0.56As2,15
Ce1Co2B2C1,0
Ce1Ir1In4.65Sn0.35,0
Re10Zr90,4.12
Os0.113Re0.887,1.79
Sr2Cu1C0.96B0.04O5,7
Pb0.95Tl0.05,3.5275
Bi2Sr2Ca0.3Pr0.7Cu2O8,0
B12Tm1,0
Tm0.5Pr0.5Ba2Cu3O6.64,36
K0.33Ta1S2,3.8
Al13Os2.96Ru1.04,0
La1.85Sr0.15Cu0.984Zn0.016O4,19
Sn0.24Eu0.8Mo6.35S8,6
Ir0.3Ru0.2Rh0.5,0.02
Mo0.8Hf0.2C1,11.4
Ag5Zn8,0
Nd0.6Ca0.4Ba0.6La0.4Cu3O6.83,84
Al0.33Ge0.67,1.75
Lu4.95Sc0.05Ir4Si10,4.5
Y1Ba2Cu3.84Zn0.16O8,31.5
Ca10Ir4Fe10As18,17.35
Er2Ir3Si5,0
La1.45Sr0.55Cu0.8Mn0.2O4,0
Zn1Tl0.78Ba1Cu1O4.5,81
Ce1Co1.33Rh0.67,0
Tm1Th3.4Ru0.6B4,8.3
La1Ni2Ge2,0.345
Fe0.5Ba2Gd1Cu2.5O7.45,72
C16Rb1,0
Mg0.94Tl0.06,0
Bi2Sr2Ca1Cu2I0.1O8.21,83.9
Hf0.32Ta0.68,6.68
Fe1Se0.8S0.2,10.015
Pd49.75V0.25Sb50,1.13
Be13U0.9934Th0.0066,0.67
La1.85Sr0.15Cu0.993Ni0.007O4,32.6
Ge1Pd1,0
Gd1Ba2Cu3O6.98,94.2
Nb1C0.2N0.7,17.2
Cu0.75Fe0.25Sr2Y1.3Ce0.7Cu2O8.49,0
Zr1Pd2In1,2.19
La1.875Ba0.125Cu0.875Zn0.125O4,0
Nd1Th3.4Ru0.6B4,0
Li1Hf1N1Cl1,25.3
Mg0.99Pb0.01B2,35.9
Li1Hf1N1Br1,24.1
La0.6Ca0.4Mn1O3,0
Ca0.3Ba1.45La1.25Cu3O7.172,76.9
Ca1Al0.7Ga0.3Si1,4.78
Ir0.72Re0.18Rh0.1,0.6
Tl2Ba2Cu1O6.01,81
Y1Ba2Cu2.94Zn0.06O6.68,22.5
Ge3Zr5,0
Ba0.64K0.36Fe2As2,25.6
Bi2Sr1.6La0.4Cu1O6.29,30.6
Nb3Pt0.02Rh0.98,2.52
Nd0.8Pr0.2Ba2Cu3O6.75,9.8
Ba3Pb2BiO7,0
Ba1Fe1.838Co0.094Cu0.068As2,5.3
Bi2Sr2Ca0.1Pr0.9Cu2O8.53,0
Nb3Al0.75Ge0.25,19.8
Ge2Nb1,0
Tl1Sr1.5Ce0.5Ca1Cu2O7,5
Na0.4H5Bi1.08S5.08Ta2O2.5,0
Cu1.8S1,0
Fe1Sr2Eu1Cu2O7.51,22
Be17Nb2,1.47
La1Os2P12,0
P2V1,0
Cu0.825Ge0.175,0.145
Nb1C0.5N0.47,17.4
Er0.97Tm0.3Rh4B4,9.03
Y2Dy3Os4Ge10,2.86
Nd1.86Ce0.14Cu1O4,22.9
N1Th1,3.3
La1.842Nd0.008Sr0.036Ba0.114Cu1O4,31.7
Zr33.3V59.25Nb7.35,6.3
Lu2Ir3Si4.75Ge0.25,6.2
Hf1V2H0.5,7.33
Y0.4Yb0.6Ba2Cu3O6.93,91.1
La1.73Sr0.27Cu1O3.99,0
Y1Ru4B4,1.4
Nb3Al0.96Ge0.04,19.8
Ba1Sr5Nb10O30,0
Ba0.8Rb0.2Ti2Sb2O1,6.19
Y1Ba2Cu3H4O7,0
Eu0.65La1.2Ce0.15Cu1O4,11
La1.882Ba0.118Cu0.99Ni0.01O4,12.7
Nb2S2C1,7.6
In0.17Pb0.83,0
Ca0.34Na0.66Fe2As2,34
Gd1Co4B4,0
Y1Ba2Cu3O6.838,84.8
Sm0.7Pr0.3Ba2Cu3O6.85,4.4
La1.86Ba0.14Cu0.99Zn0.01O4,0
Re24Zr5,3.875
Ca4Gd2Cu3Cl4O8,0
Be17Zr2,0
Nd1.35La0.5Ce0.15Cu1O4,19.1
Y2Br1Cl1C2,3.85
La1.937Sr0.063Cu1O4,11.7
W0.9Zr0.1,0
Mg1B1.9C0.1,32.84363636
Lu3Rh4Ge13,2.3
Ba0.7K0.3Bi1O3,29.9
Y0.8Pr0.2Ba2Cu3.975Fe0.025O8,46
C0.46W0.54,9
Y1Ba2Cu3O6.729,56.8
Mg0.95Al0.025Li0.025B2,37
Cr0.1Ti0.3V0.6,5.6
Nb0.2V0.8,4.03
Os0.7Re0.3,0.8
Mo6Se7S1,4.48
La1.1Ba1.5Ca0.4Cu3O7.123,76
Nd1.85Ce0.15Cu0.995Mn0.005O4,22.1
Zr1Ru1P0.85B0.15,6.4
Ir0.75Rh0.25,0.026
Y2I0.4Br1.6C2,5.8
Sc0.8Y0.2Ni2B2C1,14.8
Ge0.5Nb3Sn0.5,11.3
Ba2Bi2Sb1,3.92
Y1Ni1.82Pd0.18B2C1,11.8
Sn0.927In0.061Te1,1.8
Be2Nb3,2.3
Be17Hf2,0
Sm1.6Ba1.4Cu3O7.11,0
Pu1Fe1Ga5,0
Y1Pd4B1C0.2,21
Au5K1,0
Pr1Pt4Ge7Sb5,0
Hg1Ba2Cu1O4.34,59
S1Y1,1.9
La0.9Pr0.1Se1,0.48
Mo2Zr1,2.743
Y1Ba2Cu2.9Ni0.1O6.87,55
Y1Ba2Cu2.9Fe0.1O6.929,71
Ba1Fe1.7Zn0.08Co0.22As2,8.77
Al0.8Ge0.2Nb3,20.375
Tl2Ba2Cu1O5.929,70
Nb2.919Hf0.081Al1,16.5
Pr0.25La0.75Ir2Zn20,0.28
Sm0.9Pr0.1Ba2Cu3O6.85,42.2
Os0.1W0.9,1.5
La1.83Sr0.17Cu0.65Ni0.35O4,13.5
Mg1C1Ni2.95Co0.05,7.42
Mg1B1.4C0.6,19.45
Mo3S4Sn0.6,14.2
Sc4Rh6Sn19,3.2
La1Fe1As0.7P0.3O1,9.743333333
In0.05Sn0.95,3.625
Sm0.1La1.7Sr0.2Cu1O4,32
Rh1Zr1,1.35
Tl1Sr1.5Ho0.5Ca1Cu2O7,80
Hg1Ba2Cu1O4.047,95
Nd1.85Ce0.15Cu1O4.034,18.1
Yb1Fe4P12,0
Bi0.3Pb0.2La1.5Sr1Cu2O5.94,24
La1.85Sr0.15Cu1O4.05,39
Sm1Fe0.9Ni0.1As1O1,0
Ti0.42V0.58,7.52
Ho3Ni1,0
Er1Ni1.88Fe0.12B2C1,0
C0.72W0.28Si1,3.9
Ge3U1,0
Ru0.6Sn0.4Sr2Eu1Cu2O8,24.2
Na0.35Co1O2,0
Y1Ba1.8La0.2Cu3O6.7,44.3
Er0.1Pr0.9Ba2Cu3O7,0
Pb2Sr2Dy1Ce1.36Cu3O12,0
Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,49
K0.75Ca0.25Bi1O3,8.7
Bi1.4Pb0.6Sr2Ca1.4Ga0.6Cu3O7,70.6
Y0.76Ca0.24Ba2Cu2.94Co0.06O6.81,82
Th1.8Ho0.2C3,5.4
Pd0.25Pt0.25Rh0.5,0
Hg0.85Re0.15Ba2Cu1O4.525,96.3
Ce2Ir3Si5,0
La1.85Sr0.15Cu0.885Zn0.115O4,0
La2Sr1Cu2O6.315,0
Sn0.8In0.2Te0.8Se0.2,3.8
Hg0.8Ge0.2Ba2Ca1Cu2O6.2,124
Zr1Ru0.8Fe0.2P1,2.6
Fe0.008Mo99.992,0.645
La0.4Pr0.6Ba2Cu2Nb1O8,0
Os1Ti1,0.46
Bi1.7Pb0.3Sr2Ca1Cu2O8,80.5
Ta0.9V0.1,3.58
Be12W1,0
Nb5Pt3,3.73
Nb0.8Ga0.195Cr0.005,14.9
Mo0.724Zr0.276,0
Cu0.55Zn0.45Ir2S4,2.41
Fe0.05Ru0.95,0
Nb2.778Ti0.222Al1,13
Bi2Sr1.8Ca1.2Cu2O8.211,73.7
Sr0.95Y0.05Cu1O2,38.6
Ce1Cu2Si1.7Ge0.3,0.1
C1.35Ca0.1Y0.9,10.5
Nb0.58Ti0.3Zr0.12,0
Er1.2Mo6S8,1.433333333
Bi3S3O3,5.1
Bi1.8Pb0.2Sr1.9La0.1Cu1OY,20.2
Sn0.97As0.02Te0.98,0.0318
Er1Ir1Si1,0
La1.35Ba1.5Ca0.15Cu3O6.67,43
Y1Ba2Cu2.9Zn0.1O6.85,50.08
Er1Ni1.93Fe0.07B2C1,0
As1Ge1W1,0
Hg1Ba2Cu1O4.17,78
Bi2Sr2Ca2Cu3O10.28,108.7
Nd0.95Pr0.05Ba2Cu3O6.85,57.2
Y2Cu2I2,10.1
Mn0.73Mo0.27,0
La1Pt1.97Ge2.03,0.83
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80
V3Si0.46Ga0.54,7.4
La2.8Ba3.2Cu6O14.07,13
Sm1Co3B2,0
Yb0.8Pr0.2Ba1.7Sr0.3Cu3O6.92,76
Tm1Ru3.5Si2,0
La1.44Nd0.4Sr0.16Cu1O4,0
Ba1.6Sr0.4Yb1Cu3O6.15,0
V0.746Sb0.179Al0.075,4.3
Eu1.80375Gd0.04625Ce0.15Cu1O4,5.7
Bi0.45Pb0.55,7.7
Lu0.3Pr0.7Ba1.7Sr0.3Cu3O6.9,0
La3Ni2B2N2.7,12.5
K1Ni2Se2,0.8
Mg1Co1Ni3,7.63
C0.64Mo1,8.45
Eu1.3Ce0.7Sr2Ru1Cu2O10,33
Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,70
Y2La1Ba3Cu6O14.17,28
C1Hf0.6Zr0.4,0
Na2Rb1C60,1.966666667
Cr1Ru3,3.3
Sc4Ir6Ge19,1.4
K1Tl1.5,0
Tl1Ba2Ca0.6Y0.4Cu2O7,95.8
Yb0.6Pr0.4Ba2Cu3O6.91,50.5
La2.9451Gd0.0549In1,2.71
D0.018Nb0.982,9.23
La1Pd2P2,0.75
Y1Sr2Cu2.9B0.1O7,0
Y1Ba2Cu2.9Co0.1O6.89,55.3
Sm1Fe0.9Rh0.1As1O1,9.6
Ca1Eu1Cu1Cl1O3,0
Y1Ba1Sr1Cu2.9Sn0.1O7,69.1
Na3Sb1,0
In1Te1,2.206
Mo0.9Ti0.1C1,13.1
Mg0.95Li0.025Al0.025B2,38.2
Pd50.745Sc0.255Sb49,1.56
Ru28Zr72,3.76
Nb0.85W0.15,5.32
La1.84Sr0.16Cu0.975Ni0.025O4,15
Sr12Ca2Cu24O41,0
La1.8Pr0.2Cu1O4.0631,20.2
Pb3Sr2Cu3Cl1O8,0
Ce1Rh1Al1,0
Y0.8Pr0.2Ba2Cu3.95Fe0.05O8,33
U2Pt0.1Rh0.9C2,0
Sr0.15La1.85Cu1O4,34.7
Al1Sr2Ca2Cu3O9.7,72
V0.5Nb2.5Sn1,14.2
Pd1Th2,0.75
Ba0.47K0.53Bi0.965Pr0.035O3,2.97
Th7Fe2.43Ni0.57,1.05
Tb2Ir3Si5,0
Zr0.935Lu0.065B12,4.77
Fe3Th7,2.016666667
Au0.855Sn0.145,0.43
Ca0.4Ba1.25La1.35Cu3O7.04,21.3
Rh0.02Zr0.98,2.4
Nd1.95Ce0.05Cu1O3.97,0
Be13Mn1,0
La1Tl0.75Sn2.25,1.19
Dy1Ba1Sr1Cu3O6.4,0
Y0.7Th0.3Ni1C2,7.445
Bi0.5Cd0.1Pb0.27Sn0.13,0
Na0.33Co1H2.6O3.3,2.2
Ba1Fe1.988Mo0.012As2,16.3
Au0.22Te0.78,1.54
Sb0.195V0.805,0
La0.5Sm0.5Bi1S2F0.5O0.5,4.05
Ho1Th3.4Ru0.6B4,6.3
Ba1Ag0.5Si1.5,1.21
C2Dy1,0
La1Fe0.998Mn0.002As1F0.11O0.89,0
C1Mn1,0
Tl1Sr2Ca0.4Y0.6Cu2O6.93,92
Ba0.65Na0.35Fe2As2,31.25
Th1Ir2Si2,2.215
Dy1Ba1Sr1Cu3O6.89,79.5
Dy1Rh1Si1,0
Al20.3V2,1.49
Ir0.98Pt0.02Te2,1.4275
Gd1Ba2Cu2.7Co0.3O6.3,0
Ca0.4Ba1.15La1.45Cu3O7.08,0
C60Ca5,8.4
Bi1S3,0
Hf0.15Mo0.85,0
Y1Ba2Cu3O6.17,0
Nb0.98Ta0.02,9.02
Na0.3Ba6.2Si46,4
La1.25Ca0.15Nd0.6Cu1O4,25
V0.741Sb0.113Al0.146,6.1
La2Cu1O4.095,37.8
Cd1V3,0
Th99.92U0.08,0.77
Ta2Zr1,2.3
Ca8.77Pr1.23Pt3Fe10As18,26.9
Tl2Ba2Cu1O6.05,47
Ba0.83K0.17Fe2As2,8
Er0.75Ca0.1Hf0.15Ba2Cu3O6.796,73.6
Fe1Te0.88S0.12,6.8
Pr1Ba2Cu3O6.953,0
Au0.865Sn0.135,0.435
Be12Mo1,0
Ir0.765Os0.085Rh0.15,0.096
Y1Ba2Cu2.94Fe0.06H1O7,30
C0.04Re0.96,1.98
Si3Zr4,0
B1Mo1.75Ta0.25,3.05
La1.82Sr0.18Cu0.975Ni0.025O4,0
La1.805Sr0.195Cu0.98Ru0.02O4,14.1
Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,91.1
Gd1Rh4B4,0
La1.85Sr0.15Cu0.992Al0.008O4,27.1
Cu0.86Si0.14,0.054
Nb3Ge0.5Ga0.5,7.3
La2.3Ba1.7Cu2Ti2O11.15,0
Pd0.2Ho1Te3,2
Nd1.6Ba1.4Cu3O7.049,0
V0.747Ga0.131Al0.122,11.7
Nb48.15Zr42.5Ta9.35,10.4
Pb0.85Tl0.15,6.73
Pr0.88La1Ce0.12Cu1O3.934,24
Ho1Ir2Rh2B4,6.41
Hg0.333In0.667,4.115
Al0.005V0.995,4.82
Tl1Sr1Ca1Yb1Cu2O6.8,0
V3Ga0.4Si0.6,8.7
Y1Ba1.75Cu2.75Co0.25O7.06,63
Y0.6Pr0.4Ba2Cu4O8,55.25
Y1Ba2Cu3H0.52O6.91,91.7
Hg1Ba2Cu0.97Zn0.03O4.043,53
Ba1Pb0.65Bi0.35O3,3.93
La1.964Sr0.036Cu1O4,0
Rh0.53Se0.47,6
Bi0.3Pb0.7,8.63
Y1Ba2Cu3H0.64O6.54,42.05
La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,76
Tl0.5Ba2Ca1Be2Cu4.5O9.948,110
Cr1Sb2,0
Pb3Ba3Cu3Cl1O8,0
Cu1Cr1O2,132
Nb3Al2V1C1,0
La1.9Sr0.1Cu0.95Fe0.05O4,0
La2.5Gd0.5Ca1Ba3Cu7O16.359,80
Sr0.8Fe2Se2,38
Ce1Pd0.75Al3.25,0
Y1Ni1.98Mn0.02B2C1,15.48
Rh0.025Zr0.975,0
Cr0.63Fe0.27Al0.1,0
Sr0.2W1S2,3.5
Be2Cr1,0
C1Ca3Cu2O7.1,47
Cu0.7Ti1Se2,3.9
Ni0.64Co0.16P1,0
Nb1S0.899,3.83
Y1Ba2Cu3.7Zn0.3O8,22.5
Tb1Ru3B2,0
Sn0.8In0.2Te0.85Se0.15,3.9
Ce1Fe0.69Co0.31As1H1,0
Y0.7Pr0.3Ba2Cu3O6.65,46
Sr0.85La0.15Cu1O2,31.9
Ge2Mo1,3.055
Y1Ba2Cu3H0.91O6.91,91.4
Ce1Te1.82,2.7
W1.75Ru1.25B2,3.38
Hg7K5,0
Sm2Cu1O4,0
Nd1.85Th0.15Cu1O3.98,17
Hg1Tl1Ba2Cu1O6,0
La1.87Ba0.13Cu0.99Li0.01O4,0
Y1Ba2Cu2.85Ni0.15O6.9,73
La0.92Gd0.08Ru2,0
Ba1Fe1.78Ni0.22As2,3.4
Sm1Ba2Cu3O6.944,94
Bi1.8Pb0.2Sr1.55La0.45Cu1OY,28.3
La1.95Sr0.05Cu0.9Li0.1O4,0
C1Ir2W3,2.1
Y0.2Lu0.8Ir4B4,3.04
Ni1U6,0.54
Eu1Ba2Cu3O7.1,94.9
C1.3La1,8.3
Nb0.9Rh1.1,3.07
La0.15Y0.85,0.1
Er1Ba2Cu2.67Zn0.24Fe0.09O6.94,32
La1.665Pr0.185Sr0.15Cu1O4,35
Ba0.2K0.8Fe2As2,12.8
Ru1Sr2Dy1Cu2O8,0
La1.78Sr0.22Cu0.985Ni0.015O4,0
La1.83Sr0.17Cu0.99Ru0.01O4,30.55
La1.85Sr0.15Cu0.977Ga0.023O4,0.9
U1Pd2Al3,1.864
Pd2Dy1Pb1,0
Ir0.58Rh0.37Te2,3.76
Ba1.34Eu2Ce0.66Cu3O9.02,25
Cu1Co1.95Cr0.05S4,3.4
Hg1Ba2Ca1Cu2O6.08,92
Lu0.6Pr0.4Ba1.7Sr0.3Cu3O6.91,47
As2Pt1,0
Y0.7Ca0.1Pr0.2Ba2Cu3O6.95,77.1
Ce0.94La0.06Ru2,6.55
La1.98Sr0.02Cu1O4,0
Hg0.5Pb0.5Ba2Ca2Cu3O8.45,103
Y1Os2Si2,1.1
Ba1.7K0.3Pb0.95Bi0.05O4,11
Li2Ir1Si3,3.75
Ba0.1Sr0.9Ti1O3,0.1
Ca10Pt3Fe10As18,0
Y1Ba2Cu2.97Zn0.03O6.93,81
Nb0.8Zr0.2,10.9
Li1.15Ti1.85O4,0
Li2Pt3B0.99Al0.01,2.86
Th1Bi1S2O1,0
Pd3Th1,0
Au0.75Hg0.25,0
Ir0.1Os0.3Rh0.6,0.21
Co1Si2,1.306666667
V3Si0.68Ga0.32,9.4
Gd1Ba1.7Pr0.3Cu3O7.06,22.9
Hg0.85Re0.15Ba1.44Sr0.56Ca2Cu3O8,128.7
U0.85Mo0.15,2.105
Ga6La1,0
Ba4C60,6.75
Pt0.33V0.67,0
Y1Ba2Cu4O8.043,80
Ga0.8Ge0.2V3,13.6
La1.825Sr0.175Cu0.985Ni0.015O4,25
Tl1Sr1.5Tm0.5Ca1Cu2O7,84
U1Ni1.95Al3.05,0.16
